school_name,new_code,region_id,zone_id,woreda_id,sector_id,ownership_id,established_year
Hayisa  Shone,S1202240102,12,85,760,4,1,
Haysa Bara,S1202240112,12,85,760,4,1,
Haysa Weta,S1202240122,12,85,760,4,1,
Haysa Weta No 2,S1202240132,12,85,760,4,1,
Lideta mariam,S1202240142,12,85,760,4,6,
Murancho Kutela,S1202240152,12,85,760,4,1,
Nure dulcha No 2,S1202240162,12,85,760,4,1,
Nure Dulecha,S1202240172,12,85,760,4,1,
Ramada 2,S1202240182,12,85,760,4,1,
Ramada No 3,S1202240192,12,85,760,4,1,
Araba Genet,S1202250012,12,85,761,4,1,
Arabe,S1202250022,12,85,761,4,1,
Arawe Korsa,S1202250032,12,85,761,4,1,
Badeye,S1202250042,12,85,761,4,1,
Bako,S1202250052,12,85,761,4,1,1955
Beta manesa,S1202250062,12,85,761,4,1,
Boro,S1202250072,12,85,761,4,1,2000
Eltama,S1202250082,12,85,761,4,1,
Ewuket fana,S1202250092,12,85,761,4,10,
Ewuket Godana,S1202250102,12,85,761,4,10,
Ewuket Godana Kindergarten,S1202250111,12,85,761,3,10,
Galeko bike,S1202250122,12,85,761,4,1,
Gerja Berduma,S1202250132,12,85,761,4,1,
Girja,S1202250142,12,85,761,4,1,
Girja High school,S1202250153,12,85,761,5,1,
GIRJA KETEMA Ewuket Fana Kinde,S1202250161,12,85,761,3,10,
Hadha Sharo,S1202250172,12,85,761,4,1,
Haleluya Acadamy,S1202250182,12,85,761,4,4,
Halle luya Acadamy,S1202250191,12,85,761,3,4,
Jangalo Tadota,S1202250202,12,85,761,4,1,
Jangalo Toshe,S1202250212,12,85,761,4,1,
Jangalo Waeno,S1202250222,12,85,761,4,1,
Kararo,S1202250232,12,85,761,4,1,
Kechawo,S1202250242,12,85,761,4,1,
Kunte,S1202250252,12,85,761,4,1,
Lag-lola,S1202250262,12,85,761,4,1,
Malka -Desta,S1202250272,12,85,761,4,1,
Maremara,S1202250282,12,85,761,4,1,
Odi Bokko Gatame,S1202250292,12,85,761,4,1,
Odi boko,S1202250302,12,85,761,4,1,
Racha Balesa,S1202250312,12,85,761,4,1,
Wele Hangala,S1202250322,12,85,761,4,1,
Wele Magado,S1202250332,12,85,761,4,1,
Wele Maracha,S1202250342,12,85,761,4,1,
Wele Mikite,S1202250352,12,85,761,4,1,
Wele secondary school,S1202250363,12,85,761,5,1,
Woldena,S1202250372,12,85,761,4,1,
YATO,S1202250382,12,85,761,4,1,
Abala,S1202260012,12,85,762,4,1,
Abera  Bongodo,S1202260022,12,85,762,4,1,
Abera Gatame,S1202260032,12,85,762,4,1,
Bantiwata,S1202260042,12,85,762,4,1,
Benjile,S1202260056,12,85,762,1,1,
Birhan kutur 1,S1202260062,12,85,762,4,1,
Bochesa Gobe,S1202260072,12,85,762,4,1,
Borbodacho,S1202260082,12,85,762,4,1,
Borfa,S1202260092,12,85,762,4,1,
buke,S1202260106,12,85,762,1,1,
Bukisa,S1202260112,12,85,762,4,1,2008
Bursicho,S1202260122,12,85,762,4,1,
Chalbesa,S1202260132,12,85,762,4,1,
Chale,S1202260142,12,85,762,4,1,
chire amarache,S1202260156,12,85,762,1,1,
Daneficha Primary School,S1202260162,12,85,762,4,1,
DEBIRE SELAM MEDAN ALEM,S1202260171,12,85,762,3,6,
Dirire,S1202260182,12,85,762,4,1,
Ganjure Chicho,S1202260192,12,85,762,4,1,
Gesa,S1202260202,12,85,762,4,1,
Geshasho Primary School,S1202260212,12,85,762,4,1,
Getama,S1202260222,12,85,762,4,1,
getema amarech,S1202260236,12,85,762,1,1,
Getema Werare,S1202260243,12,85,762,5,1,
Golba,S1202260252,12,85,762,4,1,
Haleka,S1202260262,12,85,762,4,1,
hanjo,S1202260276,12,85,762,1,1,
Hanko  Baya,S1202260282,12,85,762,4,1,
Hanko Molicha,S1202260292,12,85,762,4,1,
hetecha,S1202260306,12,85,762,1,1,
HIWOT  BIRHAN BETEKIRISITAN AT,S1202260311,12,85,762,3,6,
Hula,S1202260323,12,85,762,5,1,
Hula (DJ Balicha Primary Schoo,S1202260332,12,85,762,4,1,
Huluto hawariyat,S1202260346,12,85,762,1,1,
Kankicha,S1202260352,12,85,762,4,1,
Madani Alem1st  School,S1202260362,12,85,762,4,6,
Masala mekan yusus,S1202260376,12,85,762,1,1,
Mekane Yesus School,S1202260382,12,85,762,4,1,
Odola   Kura,S1202260392,12,85,762,4,1,
Sheshe amarach tabiya,S1202260406,12,85,762,1,1,
Shilo,S1202260412,12,85,762,4,1,
shilo,S1202260426,12,85,762,1,1,
Shoke,S1202260432,12,85,762,4,1,
Wirama,S1202260442,12,85,762,4,1,
Wita Bono,S1202260452,12,85,762,4,1,
Worare,S1202260462,12,85,762,4,1,
Ya A 1st,S1202260472,12,85,762,4,1,
Yeketmaw Hi/Birehan,S1202260482,12,85,762,4,6,
adis alem,S1202270011,12,85,763,3,10,
Adise Alme,S1202270022,12,85,763,4,6,
Anebosa,S1202270032,12,85,763,4,1,
BERU CHORA KUTER 2,S1202270042,12,85,763,4,3,
BERUH CHORA,S1202270052,12,85,763,4,4,
Bruchora 1,S1202270061,12,85,763,3,6,
bruchora 2,S1202270071,12,85,763,3,4,
Dynamic,S1202270081,12,85,763,3,10,
Dynamic,S1202270092,12,85,763,4,4,
Laku Kalaheywete,S1202270102,12,85,763,4,6,
Laku Keduse Mikele Katolike,S1202270111,12,85,763,3,10,
Laku Makan Eyasuse,S1202270122,12,85,763,4,6,
Leku,S1202270132,12,85,763,4,1,
Leku,S1202270143,12,85,763,5,1,
Meder Ganat,S1202270152,12,85,763,4,1,
mekaneyesus,S1202270161,12,85,763,3,6,
Morcho Nagasha,S1202270172,12,85,763,4,1,
muluwengel,S1202270182,12,85,763,4,6,
muluwongel,S1202270191,12,85,763,3,4,2015
Qalehiwet,S1202270201,12,85,763,3,6,
raey,S1202270211,12,85,763,3,10,
RAEYE,S1202270222,12,85,763,4,4,
Ramada kuter 1,S1202270232,12,85,763,4,1,
yididiya,S1202270241,12,85,763,4,6,2000
Abaya Zuria,S1202280012,12,85,764,4,1,
Abenezer,S1202280022,12,85,764,4,1,
Aledebo,S1202280032,12,85,764,4,1,
Aregada Haro Dentu,S1202280042,12,85,764,4,1,
Aregeda,S1202280052,12,85,764,4,1,
Argada Chefa,S1202280062,12,85,764,4,1,
BADANA ODO,S1202280072,12,85,764,4,1,
Barto,S1202280082,12,85,764,4,1,
BUKUTO,S1202280092,12,85,764,4,1,
Burka,S1202280102,12,85,764,4,1,
CHALBESA,S1202280112,12,85,764,4,1,
Chancho,S1202280122,12,85,764,4,1,
Daao,S1202280132,12,85,764,4,1,
Dese,S1202280142,12,85,764,4,1,
Doyadao,S1202280152,12,85,764,4,1,
FALKA,S1202280162,12,85,764,4,1,
Gaddo,S1202280172,12,85,764,4,1,
GALADA,S1202280182,12,85,764,4,1,1997
Gorbe tinsae,S1202280192,12,85,764,4,6,
Gorbesala,S1202280202,12,85,764,4,1,
Hanatete,S1202280212,12,85,764,4,1,
hantate kale hiwet,S1202280222,12,85,764,4,6,
Jerimanacho,S1202280232,12,85,764,4,1,
Kura,S1202280242,12,85,764,4,1,2001
Kutaye Haratume,S1202280252,12,85,764,4,1,
kutayo Chalba,S1202280262,12,85,764,4,1,
Loka Abaya,S1202280273,12,85,764,5,1,
Lukito,S1202280282,12,85,764,4,1,
Lukume Toyo,S1202280292,12,85,764,4,1,
Masina,S1202280302,12,85,764,4,1,
Merera,S1202280312,12,85,764,4,1,
MUTICHA GARBE,S1202280322,12,85,764,4,1,
OSSA,S1202280332,12,85,764,4,1,
Ossa,S1202280343,12,85,764,5,1,
Rude,S1202280352,12,85,764,4,1,
SALAKAWADO,S1202280362,12,85,764,4,1,
Segeno,S1202280372,12,85,764,4,1,
segeno odo,S1202280382,12,85,764,4,1,
Sodo Simita,S1202280392,12,85,764,4,1,
SODOBULTA,S1202280402,12,85,764,4,1,
SODOHONDOWA,S1202280412,12,85,764,4,1,
Abake Deneba,S1202290012,12,85,765,4,1,
Abake Torshe,S1202290022,12,85,765,4,1,
Abake-Torshe k.2,S1202290032,12,85,765,4,1,
Abiyo Jiru,S1202290042,12,85,765,4,1,
Amanuel,S1202290052,12,85,765,4,4,
Amanuel chiled 1 school,S1202290061,12,85,765,3,4,
Barana,S1202290072,12,85,765,4,1,
Bore,S1202290082,12,85,765,4,1,
Chamo  Yangala,S1202290092,12,85,765,4,1,
Chamo Gataro,S1202290106,12,85,765,1,1,
Chamo Halila,S1202290112,12,85,765,4,1,
Dalana,S1202290122,12,85,765,4,1,
Dananche Gufache,S1202290132,12,85,765,4,1,
Dananche Sanche,S1202290142,12,85,765,4,1,
eLEELU,S1202290152,12,85,765,4,1,
Elelu Dawo NF,S1202290166,12,85,765,1,1,
Elelu N.o  2,S1202290172,12,85,765,4,1,
Fito aano,S1202290186,12,85,765,1,1,
Fito FTC,S1202290196,12,85,765,1,1,
Fito Ketemuna,S1202290202,12,85,765,4,1,
Gerewe,S1202290212,12,85,765,4,1,
Gerewe k.2,S1202290222,12,85,765,4,1,
Gomosho,S1202290232,12,85,765,4,1,
Gomosho k.2,S1202290242,12,85,765,4,1,
GORONTE GENET BE,S1202290256,12,85,765,1,1,
Guguma,S1202290262,12,85,765,4,1,
Guguma,S1202290273,12,85,765,5,1,
Hagala Tukicha,S1202290282,12,85,765,4,1,
Haro,S1202290292,12,85,765,4,1,
Haru Marsa,S1202290302,12,85,765,4,1,
Kacha  Gumuricho,S1202290312,12,85,765,4,1,
katana gudabacha,S1202290322,12,85,765,4,1,
Kefela Kindooye,S1202290332,12,85,765,4,1,
kemere,S1202290342,12,85,765,4,1,
Ketemuna Aano,S1202290352,12,85,765,4,1,
Kocho,S1202290362,12,85,765,4,1,
Koreka,S1202290372,12,85,765,4,1,
Manicho High school,S1202290383,12,85,765,5,1,
Melelo 1st,S1202290392,12,85,765,4,1,
Melelo ugato,S1202290402,12,85,765,4,1,
Mente School,S1202290412,12,85,765,4,1,
Nege Tesfa,S1202290421,12,85,765,3,4,
Roori,S1202290432,12,85,765,4,4,
Sintaro,S1202290442,12,85,765,4,1,
Sintaro Catolic,S1202290452,12,85,765,4,1,
Sintaro Tesfa,S1202290462,12,85,765,4,2,
Tankaro,S1202290472,12,85,765,4,1,
Welael,S1202290482,12,85,765,4,1,
wetera shafa,S1202290492,12,85,765,4,1,
Wotera Resa Secondary,S1202290503,12,85,765,5,1,
Wotera-resa,S1202290512,12,85,765,4,1,
wujigra,S1202290522,12,85,765,4,1,
Yenege Tesfa,S1202290532,12,85,765,4,4,
Akile,S1202300012,12,85,766,4,1,
Asarado Woyo,S1202300022,12,85,766,4,1,
Bandulicho,S1202300032,12,85,766,4,1,
Busawa,S1202300042,12,85,766,4,1,
Chare Dike,S1202300052,12,85,766,4,1,
Damakala,S1202300062,12,85,766,4,1,
Damakala  Dike,S1202300072,12,85,766,4,1,
Damakala  Ilika,S1202300082,12,85,766,4,1,
Echama,S1202300092,12,85,766,4,1,
Fike,S1202300102,12,85,766,4,1,
Galama Machisho,S1202300112,12,85,766,4,1,
Gambela,S1202300122,12,85,766,4,1,
Hanchululicho,S1202300132,12,85,766,4,1,
Jaldo,S1202300142,12,85,766,4,1,
Kurfo Tete,S1202300152,12,85,766,4,1,
Nagicha,S1202300162,12,85,766,4,1,
Shafamo,S1202300172,12,85,766,4,1,1997
Shafamo /Hu/De,S1202300183,12,85,766,5,1,
Shako Dela,S1202300192,12,85,766,4,1,
Shako Urje,S1202300202,12,85,766,4,1,
Shuro,S1202300212,12,85,766,4,1,
Shuro gangeso,S1202300222,12,85,766,4,1,
Tankaro,S1202300232,12,85,766,4,1,
wola calallaqa,S1202300242,12,85,766,4,1,
Wola kawado,S1202300252,12,85,766,4,1,
WOLA KAWADO 2nd School,S1202300263,12,85,766,5,1,
Alawo ano,S1202310012,12,85,767,4,1,
Banda,S1202310022,12,85,767,4,1,
bonoya mirde no.2,S1202310032,12,85,767,4,1,
Bonoya Mirida,S1202310042,12,85,767,4,1,
Burama,S1202310052,12,85,767,4,1,
Dila Aferara,S1202310062,12,85,767,4,1,
Dila Aferara,S1202310073,12,85,767,5,1,
Dila Cange N 2,S1202310082,12,85,767,4,1,
Dila Change N 1,S1202310092,12,85,767,4,1,
Dila Gunbe,S1202310102,12,85,767,4,1,
Diramo Aferara,S1202310112,12,85,767,4,1,
Diramo aferara No 2,S1202310122,12,85,767,4,1,
Dobe Toga,S1202310132,12,85,767,4,1,
Dobe toga  2 Garbama,S1202310142,12,85,767,4,1,
Fura,S1202310152,12,85,767,4,1,
Gobo Hebsha,S1202310162,12,85,767,4,1,
Gonowa Goda,S1202310172,12,85,767,4,1,
Gonowo Gabalo,S1202310182,12,85,767,4,1,
Harbe Shisho,S1202310192,12,85,767,4,1,
Harbegona Mero,S1202310202,12,85,767,4,1,
Harebi shishsho N 2,S1202310212,12,85,767,4,1,
Herbo Hagawo,S1202310222,12,85,767,4,1,
Howals,S1202310232,12,85,767,4,1,
Konsore Ano,S1202310242,12,85,767,4,1,
Lelicho,S1202310252,12,85,767,4,1,
Mero Kebado,S1202310262,12,85,767,4,1,
Midire Genet,S1202310272,12,85,767,4,1,
Morocho Nagaashsha,S1202310282,12,85,767,4,1,
Morocho Shondolo,S1202310292,12,85,767,4,1,
Rohebot,S1202310302,12,85,767,4,4,
Sadeka,S1202310312,12,85,767,4,1,
Taramesa,S1202310322,12,85,767,4,1,
Telamo Kantise,S1202310332,12,85,767,4,1,
Tenase,S1202310342,12,85,767,4,1,
Tumano  telamo,S1202310353,12,85,767,5,1,
Tuticha,S1202310362,12,85,767,4,1,
Agara Dufa,S1202320012,12,85,768,4,1,
Agara Gedire,S1202320022,12,85,768,4,1,
Agara Gosaluwa,S1202320032,12,85,768,4,1,
Betel Heshote Cabicho,S1202320042,12,85,768,4,6,
Bule Bulancho,S1202320052,12,85,768,4,1,
Bule Gatame,S1202320062,12,85,768,4,1,
Dabicha,S1202320072,12,85,768,4,1,
Dadure,S1202320082,12,85,768,4,1,
Denkara,S1202320092,12,85,768,4,1,
FIncha-Wuha,S1202320102,12,85,768,4,1,
Gese charcho,S1202320112,12,85,768,4,1,
Gidicho,S1202320122,12,85,768,4,1,1998
Gidicho Mado,S1202320132,12,85,768,4,1,
Hekicha Sadeka,S1202320142,12,85,768,4,1,
Kidus Meskel,S1202320152,12,85,768,4,6,1949
Kila Hekicha,S1202320162,12,85,768,4,1,
Kisho-Genet,S1202320172,12,85,768,4,1,
Loya,S1202320182,12,85,768,4,1,
Luda,S1202320192,12,85,768,4,1,
Shako,S1202320202,12,85,768,4,1,
Sole Charicho,S1202320212,12,85,768,4,1,
Sororo,S1202320222,12,85,768,4,1,
Teticha,S1202320232,12,85,768,4,1,
Teticha,S1202320243,12,85,768,5,1,
Tiwiro,S1202320252,12,85,768,4,1,
Tosa Malancho,S1202320262,12,85,768,4,1,
Udesa,S1202320272,12,85,768,4,1,
Wonjala,S1202320282,12,85,768,4,1,
Wonjala Fardano,S1202320292,12,85,768,4,1,
Wonjala Kuncha,S1202320302,12,85,768,4,1,
3d Aanno,S1202330012,12,85,769,4,4,
3d kalala,S1202330022,12,85,769,4,4,
Aano,S1202330032,12,85,769,4,1,
Abaye,S1202330042,12,85,769,4,1,
abaye h\brhan,S1202330051,12,85,769,3,4,
abbaye hiwot birhan,S1202330062,12,85,769,4,4,
Aruma,S1202330072,12,85,769,4,1,
Babo Chorora,S1202330082,12,85,769,4,1,
Babo Chorora,S1202330093,12,85,769,5,1,
Babo Kuto,S1202330106,12,85,769,1,1,
Baja Fabrika,S1202330112,12,85,769,4,1,
Baja genet,S1202330126,12,85,769,1,1,
Baja Gowado,S1202330136,12,85,769,1,1,
Bawa amarach T/bet,S1202330146,12,85,769,1,1,
betelehem 1,S1202330151,12,85,769,3,4,
BETELEHEM 1,S1202330162,12,85,769,4,4,
betelehem 2,S1202330171,12,85,769,3,4,
betelehem 2,S1202330182,12,85,769,4,4,
Boricha,S1202330192,12,85,769,4,1,
Butule,S1202330202,12,85,769,4,1,
cabbicha,S1202330212,12,85,769,4,1,2007
cabiicha,S1202330221,12,85,769,3,4,
Dalecha,S1202330232,12,85,769,4,1,
Den,S1202330242,12,85,769,4,1,
den mahabereseb,S1202330251,12,85,769,3,4,
Dene mahebersebe,S1202330262,12,85,769,4,4,
Dene mahebrsebe,S1202330271,12,85,769,3,4,
Dobichocho,S1202330286,12,85,769,1,1,
Edo,S1202330292,12,85,769,4,1,
Faticha,S1202330306,12,85,769,1,1,
Garbe,S1202330312,12,85,769,5,1,2008
Gemecho Baja,S1202330322,12,85,769,4,1,
Gikae alewa,S1202330336,12,85,769,1,1,
Gikae chare,S1202330346,12,85,769,1,1,
Gike  Atoye,S1202330352,12,85,769,4,1,
Gike Gina,S1202330362,12,85,769,4,1,
Hanto,S1202330372,12,85,769,4,1,
lango mekanaeyesus,S1202330382,12,85,769,4,10,
Manadomo,S1202330392,12,85,769,4,1,
Meker/ Harvest,S1202330402,12,85,769,4,4,
Mekere,S1202330411,12,85,769,3,4,
Meribo,S1202330422,12,85,769,4,1,
Mete,S1202330436,12,85,769,1,1,
SELAM ACADAM,S1202330442,12,85,769,4,4,
selam acadamy,S1202330451,12,85,769,3,4,
shalomi,S1202330461,12,85,769,3,4,
shalomi,S1202330472,12,85,769,4,10,
TAGE ABENEZER,S1202330482,12,85,769,4,4,
Urgo,S1202330492,12,85,769,4,1,
Wendo Genet Wosha,S1202330503,12,85,769,5,1,
Wondo_Genet,S1202330512,12,85,769,4,1,
Wondo_Wosha,S1202330522,12,85,769,4,1,
Wotera Gendo,S1202330532,12,85,769,4,1,
Yoge,S1202330542,12,85,769,4,1,
Yuwo,S1202330552,12,85,769,4,1,
Yuwo Secondary School,S1202330563,12,85,769,5,1,
AB Atede Hetanate,S1202340011,12,85,770,3,4,
AB Atsede Hetsanat and primary,S1202340022,12,85,770,4,4,
Addes Goyke,S1202340032,12,85,770,4,4,
adisi goyike,S1202340041,12,85,770,3,4,
bash hiwoti biran church,S1202340051,12,85,770,3,4,
Basha hiwetbrihan church schoo,S1202340062,12,85,770,4,4,
betelhem kela,S1202340071,12,85,770,3,4,
Betelhem/kela,S1202340082,12,85,770,4,4,
Bhirawi Acadamy,S1202340092,12,85,770,4,4,
Birhan,S1202340102,12,85,770,4,4,
Birhan/ KG,S1202340111,12,85,770,3,4,
Chuko,S1202340122,12,85,770,4,1,
chuko mekan eysus,S1202340131,12,85,770,3,4,
Chuko Mekan Eysus,S1202340142,12,85,770,4,4,
Chuko Stadium,S1202340152,12,85,770,4,1,
DONAMIS,S1202340162,12,85,770,4,4,
Dunamis Acadamy,S1202340171,12,85,770,3,4,
fana acadamic,S1202340181,12,85,770,3,4,
fana acadamic,S1202340192,12,85,770,4,4,
Kidiste,S1202340201,12,85,770,3,4,
Misirake  tehiye,S1202340211,12,85,770,3,4,
Misrke Tsehye,S1202340222,12,85,770,4,4,
Mure Gene t New Vision School,S1202340232,12,85,770,4,4,
mure genet adisi raey,S1202340241,12,85,770,3,4,
Rihobot,S1202340252,12,85,770,3,6,1997
Robel  akadami,S1202340261,12,85,770,3,4,
Robel Academy,S1202340272,12,85,770,4,4,
ROHOBOT AKADAMY,S1202340281,12,85,770,3,4,
school of wisdom,S1202340291,12,85,770,3,10,
school of wisdom,S1202340302,12,85,770,4,4,
Wondo Genet Kela,S1202340312,12,85,770,4,1,
wondo genet kela beherawi akad,S1202340321,12,85,770,3,4,
Wondo Genet Periparatory,S1202340333,12,85,770,5,1,
Wonedo Genet Chuko Secnadry,S1202340343,12,85,770,5,1,
Yenege sew,S1202340351,12,85,770,3,4,
Yenege Sewu,S1202340362,12,85,770,4,4,
1st Fero,S1202350012,12,85,771,4,1,
2nd Fero,S1202350022,12,85,771,4,1,
Bako,S1202350032,12,85,771,4,1,
Bako Chare,S1202350042,12,85,771,4,1,
Bara balcho,S1202350052,12,85,771,4,1,
Bokaso primary school,S1202350062,12,85,771,4,1,
Bokaso Secondary,S1202350073,12,85,771,5,1,
Gajaba,S1202350082,12,85,771,4,1,
Gajaba Chiro,S1202350092,12,85,771,4,1,
Gegela,S1202350102,12,85,771,4,1,
GISHIRE  GARBA,S1202350112,12,85,771,4,1,
Gishre,S1202350122,12,85,771,4,1,
Gowade,S1202350132,12,85,771,4,1,
Gudumo,S1202350142,12,85,771,4,1,
Halekana,S1202350152,12,85,771,4,1,
hanafa,S1202350162,12,85,771,4,1,
Homacho,S1202350172,12,85,771,4,1,1997
Homo,S1202350182,12,85,771,4,1,
Hunkute,S1202350192,12,85,771,4,1,
Hunkute Kayo,S1202350202,12,85,771,4,1,
Hunkute Secondary,S1202350213,12,85,771,5,1,
Kiliye  Adama,S1202350222,12,85,771,4,1,
Kilye,S1202350232,12,85,771,4,1,
Kinante,S1202350242,12,85,771,4,1,
Kolincho,S1202350252,12,85,771,4,1,
Lalamo,S1202350262,12,85,771,4,1,
lema,S1202350272,12,85,771,4,1,
Mamana,S1202350282,12,85,771,4,1,
Mancho,S1202350292,12,85,771,4,1,
Mararo,S1202350302,12,85,771,4,1,
Menafesha,S1202350312,12,85,771,4,1,
Meniho,S1202350322,12,85,771,4,1,
OLONA           Miliniyem,S1202350332,12,85,771,4,1,
Orowo,S1202350342,12,85,771,4,1,
shora,S1202350352,12,85,771,4,1,
Sodicho,S1202350362,12,85,771,5,1,2008
Tarchame,S1202350372,12,85,771,4,1,
WAKIRE,S1202350382,12,85,771,4,1,
Adarash,S1202360012,12,85,772,4,1,
Addis Admas,S1202360022,12,85,772,4,4,
adis admas,S1202360031,12,85,772,3,4,
Adisewuket minch,S1202360041,12,85,772,3,4,
Adisewuket minch,S1202360052,12,85,772,4,4,
Aposto secondary,S1202360063,12,85,772,5,1,
Apple trust,S1202360072,12,85,772,4,1,
Awaada,S1202360082,12,85,772,4,1,
awada mekane yesus,S1202360091,12,85,772,3,6,
Awada Minche,S1202360102,12,85,772,4,1,
Camberige,S1202360112,12,85,772,4,4,
cambridge,S1202360121,12,85,772,3,4,
Dibora,S1202360131,12,85,772,3,4,
Dibora,S1202360142,12,85,772,4,4,
fiker,S1202360152,12,85,772,4,4,
FIKIR,S1202360161,12,85,772,3,4,
Gane tinsae,S1202360172,12,85,772,4,1,
kidist Arsema,S1202360181,12,85,772,3,6,
Kidist Arsema,S1202360192,12,85,772,4,10,
kidist mariam,S1202360201,12,85,772,3,10,
kidist mariam,S1202360212,12,85,772,4,10,
kidist silase,S1202360221,12,85,772,3,6,
Kidist silase,S1202360232,12,85,772,4,10,
kidus amanuel,S1202360242,12,85,772,4,6,
mesincho chafe,S1202360252,12,85,772,4,1,
mesincho meda,S1202360262,12,85,772,4,1,
new generation,S1202360271,12,85,772,3,10,
New generation,S1202360282,12,85,772,4,4,
Ras  Desta,S1202360293,12,85,772,5,1,
Ras Desta,S1202360302,12,85,772,4,1,
Rohobot KG,S1202360311,12,85,772,3,10,
Rohobot KG&Primary,S1202360322,12,85,772,4,6,
Tensae,S1202360331,12,85,772,3,6,
Tensae,S1202360342,12,85,772,4,6,
tsinat,S1202360351,12,85,772,3,10,
Tsinat,S1202360362,12,85,772,4,10,
tsinat secondary,S1202360373,12,85,772,5,10,
Tula,S1202360382,12,85,772,4,1,
W/Amanuele Dubale,S1202360392,12,85,772,4,1,
wene bute,S1202360402,12,85,772,4,1,
Yededia,S1202360412,12,85,772,4,6,
Yekatit 25,S1202360422,12,85,772,4,1,1967
yenegew tesfa,S1202360431,12,85,772,3,10,
yenegew tesfa,S1202360442,12,85,772,4,10,
Yergalem marima,S1202360452,12,85,772,4,1,
Yergalem Mekane Yesuse,S1202360463,12,85,772,5,6,
yididia,S1202360471,12,85,772,3,6,
Yirgaalem Sec.,S1202360483,12,85,772,5,1,
yirgalem maremia secondary,S1202360493,12,85,772,5,1,
yirgalem mekaneyesus,S1202360501,12,85,772,3,6,
yirgalem mekaneyesus,S1202360512,12,85,772,4,10,
Aden sagal,S0501010016,5,103,931,1,1,
Af caro,S0501010026,5,103,931,1,1,
B/ Tuyo,S0501010032,5,103,931,4,1,
Baar Madax weyn,S0501010046,5,103,931,1,1,
Bananey,S0501010056,5,103,931,1,1,
biyo fadhi,S0501010066,5,103,931,1,1,
biyo fadhi,S0501010076,5,103,931,1,1,
Bohol dheere,S0501010086,5,103,931,1,1,
Boodh caano,S0501010096,5,103,931,1,1,
Boodhlay,S0501010102,5,103,931,4,1,
Burxoosh,S0501010116,5,103,931,1,1,
C/ Xaare,S0501010122,5,103,931,4,1,
caaneey,S0501010136,5,103,931,1,1,
Caano daadis,S0501010142,5,103,931,4,1,
Cadib,S0501010156,5,103,931,1,1,
Ceel Dhuub,S0501010162,5,103,931,4,1,
Ceel macaan,S0501010176,5,103,931,1,1,
ceel-xaar seconday school,S0501010183,5,103,931,5,4,
Ceesaan dhawre,S0501010192,5,103,931,4,1,
Cudun,S0501010202,5,103,931,4,1,
D/Hoose/dh BAARAY,S0501010212,5,103,931,4,1,
Daqwa.,S0501010226,5,103,931,1,1,
DARUUR,S0501010232,5,103,931,4,1,
Dhabiley,S0501010242,5,103,931,4,1,
Dhanow,S0501010252,5,103,931,4,1,
Dhebab,S0501010262,5,103,931,4,1,
dhigle,S0501010272,5,103,931,4,1,
Dhuukad,S0501010286,5,103,931,1,1,
dixirlay,S0501010296,5,103,931,1,1,
Dudun,S0501010306,5,103,931,1,1,
Dugsiga sare ee deg/baare,S0501010313,5,103,931,5,1,
Emrasn,S0501010326,5,103,931,1,1,
Gaabo,S0501010336,5,103,931,1,1,
Ganbadh,S0501010346,5,103,931,1,1,
Garbagarasleey,S0501010356,5,103,931,1,1,
gariley,S0501010362,5,103,931,4,1,
Gasxaar,S0501010376,5,103,931,1,1,
golhayan,S0501010386,5,103,931,1,1,
Gubado,S0501010396,5,103,931,1,1,
Guduudo,S0501010406,5,103,931,1,1,
Guuleed-dheere,S0501010412,5,103,931,4,1,
Guuxo,S0501010426,5,103,931,1,1,
haar xoday,S0501010432,5,103,931,4,1,
Igaraw Daadle,S0501010442,5,103,931,4,1,
Kabatiro,S0501010452,5,103,931,4,1,
kala jeex,S0501010462,5,103,931,4,1,
Laasogalley,S0501010476,5,103,931,1,1,
Maleyle,S0501010486,5,103,931,1,1,
maroodiley,S0501010496,5,103,931,1,1,
Massalo Aduun,S0501010502,5,103,931,4,1,
Qan yare,S0501010516,5,103,931,1,1,
qansaxle,S0501010522,5,103,931,4,1,
Qarsoon,S0501010536,5,103,931,1,1,
Qoraxey,S0501010546,5,103,931,1,1,
Qoryaale,S0501010552,5,103,931,4,1,
Quracyare,S0501010562,5,103,931,4,1,
Raboodi,S0501010576,5,103,931,1,1,
shawli,S0501010582,5,103,931,4,1,
Sheikh Ali,S0501010592,5,103,931,4,1,
Shinbiro,S0501010606,5,103,931,1,1,
Sir Sire,S0501010612,5,103,931,4,1,
Tosilay,S0501010626,5,103,931,1,1,
Tuuli Muxubo,S0501010636,5,103,931,1,1,
Ugaas haruun,S0501010642,5,103,931,4,1,
Washaqo,S0501010652,5,103,931,4,1,
WAYDKAAL,S0501010662,5,103,931,4,1,
Waydkal,S0501010673,5,103,931,5,1,
Xiisala,S0501010682,5,103,931,4,1,
Abu Ardaale,S0501020016,5,103,932,1,1,
Adaa,S0501020026,5,103,932,1,1,
ADAMO,S0501020032,5,103,932,4,1,
Awgaabane,S0501020046,5,103,932,1,1,
Awraga,S0501020052,5,103,932,4,1,
Baarar,S0501020066,5,103,932,1,1,
Badow,S0501020072,5,103,932,4,1,
Bakhtiley,S0501020086,5,103,932,1,1,
Balbalaar,S0501020096,5,103,932,1,1,
Bangumoori,S0501020106,5,103,932,1,1,
Biley butaa,S0501020116,5,103,932,1,1,
